trade_id,asset,direction,entry_time,entry_price,stop_price,target_price,vc,energy,dist,leverage,exit_time,exit_price,exit_reason,pnl_pct,win
T00001,ETH-USD,Short,2026-05-15 20:44,2218.8798828125,2232.312744140625,2178.581298828125,0.32259403627188404,67.5,1.1594289317834097,2.0,2026-05-16 12:07,2178.5813,TARGET,3.6323,1
T00002,ETH-USD,Short,2026-05-16 16:13,2175.02001953125,2186.339285714286,2141.0622209821427,0.2368336348153891,56.49999999999999,1.1885645848980209,2.0,2026-05-17 12:06,2186.3393,STOP,-1.0408,0
T00003,ETH-USD,Short,2026-05-17 16:17,2185.030029296875,2192.292218889509,2163.2434605189733,0.3814592373759812,55.00000000000001,0.044277157793238084,2.0,2026-05-17 20:11,2192.2922,STOP,-0.6647,0
T00004,ETH-USD,Short,2026-05-19 22:51,2105.409912109375,2119.2113037109375,2064.0057373046875,0.4298472674327963,72.5,0.6443447303929531,2.0,2026-05-20 10:37,2119.2113,STOP,-1.311,0
T00005,BTC-USD,Short,2026-05-22 10:35,77241.6328125,77461.24832589286,76582.78627232143,0.3501149128866261,62.5,0.25310992949942435,2.0,2026-05-22 21:49,76582.7863,TARGET,1.7059,1
