signal_id,asset,signal_time,direction,price,vc,energy,dist,vc_thresh,traded,skip_reason
S00001,ETH-USD,2026-05-15 20:44,Short,2218.8798828125,0.32259403627188404,67.5,1.1594289317834097,0.4508,True,
